12001,0,1,1,2,1,-1,2,-1,-1,-1,-1,0,0,0,0,1,1,0,0,1,1,1,1,0
12002,1,2,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
12003,0,2,3,1,1,1,-1,-1,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1
12004,0,1,2,1,1,1,-2,-2,-1,3,2,0,0,0,1,1,1,0,0,1,0,0,0,0
12005,0,2,1,1,0,0,0,0,0,0,-2,0,1,1,0,0,0,1,1,0,0,0,0,0
12006,0,1,2,1,1,1,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
12007,1,2,1,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
12008,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
12009,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12010,1,2,1,1,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
12011,0,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0
12012,1,2,2,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
12013,0,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
12014,0,1,2,1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
12015,0,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
12016,0,2,2,1,1,1,2,2,2,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
12017,0,2,2,2,0,0,0,0,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0
12018,0,2,2,1,1,2,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1
12019,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
12020,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
12021,0,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
12022,0,1,3,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
12023,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12024,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12025,0,2,2,2,0,2,0,0,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
12026,1,2,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
12027,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12028,1,2,2,1,1,-1,-1,-1,2,0,-1,0,0,1,1,1,1,1,1,0,1,1,1,0
12029,0,1,1,2,0,1,2,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
12030,0,1,2,2,1,1,2,2,0,0,2,1,1,1,1,1,1,0,0,0,1,0,1,1
12031,0,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
12032,1,1,1,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
12033,1,1,2,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,0,0
12034,1,2,4,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0
12035,0,1,2,2,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
12036,0,1,3,2,1,4,3,2,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
12037,1,2,1,2,1,-2,-2,-2,-2,-2,-2,0,0,0,0,1,0,0,0,1,1,1,0,0
12038,0,2,6,2,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12039,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
12040,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12041,1,2,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
12042,0,2,1,2,1,1,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
12043,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12044,0,2,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12045,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,1,1,1,1,1,0
12046,0,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
12047,0,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
12048,0,1,3,2,1,0,0,2,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
12049,0,1,2,1,0,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
12050,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0
12051,0,2,3,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1,1,1,1,0,0
12052,0,2,2,1,0,1,2,2,2,2,2,0,0,0,1,1,1,0,0,1,0,1,0,0
12053,0,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
12054,0,1,3,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1
12055,0,2,2,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1
12056,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,0,1,1,1,0
12057,0,2,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
12058,1,2,1,2,0,-1,-1,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
12059,0,1,1,2,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
12060,1,2,5,2,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
12061,1,2,2,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
12062,1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
12063,1,1,2,2,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
12064,0,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
12065,1,2,1,1,1,1,2,2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,1,0
12066,1,1,1,1,1,1,-1,2,0,-1,-1,0,0,0,0,0,0,1,0,1,1,1,1,0
12067,0,2,3,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1
12068,0,1,3,1,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
12069,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1
12070,0,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
12071,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
12072,0,2,2,1,0,0,0,0,0,-1,2,0,1,1,0,0,0,0,0,0,1,0,0,0
